condition_id,event_slug,game_start_utc,cutoff_utc,away_token,kickoff_price,minutes_before,day_before_price,points,home_token_kickoff_price
0x970d0ca607116afdcca224523c90ce658702d8e2e49239503845e1e6099cda95,nfl-las-dal-2024-08-17,2024-08-18T02:00:00Z,2024-08-18T02:00:00Z,89509078716838829246210136248451391094666222393602870607574497621021377300413,0.71,1.0,0.72,1440,
0x884c5de214280e76b56291f82d5aecc193a95b71e893478074950bdb0a9f5b00,nfl-den-gb-2024-08-18,2024-08-19T00:00:00Z,2024-08-19T00:00:00Z,24942796598167261315039692621049821556297996087530585151224642142248371480841,0.71,1.0,0.735,1440,
0x2ed1602eb5bf33927d77bdde59f90de9b4ee2752d6de714b3a4b8abbeed450bf,nfl-sf-no-2024-08-18,2024-08-19T00:00:00Z,2024-08-19T00:00:00Z,103073519679584942549835294959623989097374644364606817167507729459708021600658,0.48,1.0,0.525,1440,
0xe2da54b2f6d553085bf7091ac0b6739bce0fc0c5c44648f77395e4b58e5aa93c,nfl-cin-ind-2024-08-22,2024-08-23T00:00:00Z,2024-08-23T00:00:00Z,31116200044015332426540601235551032485681192952382406167428098656027987003623,0.27,1.0,0.29,1440,
0x76e42239de73b10966339de8272649e336f2a0357f669b61234252fcc644dea7,nfl-kc-chi-2024-08-22,2024-08-23T00:20:00Z,2024-08-23T00:20:00Z,60652116785962799931448844446197974517542905119232649206326208540819972907902,0.43,1.0,0.47,1440,0.57
0x43b923284854c7a6b56dd88b855363155c228b6442d1faea064f6daa58c287df,nfl-atl-jax-2024-08-23,2024-08-23T23:00:00Z,2024-08-23T23:00:00Z,88829886921067695176857456241604014195240683754025250170831976150979276402942,0.23,1.0,0.265,1440,
0xb0151072ad9cb68b4f13b9a5ab8aac12767551f1c85a9f254f8cf5a8314e9e9c,nfl-tb-mia-2024-08-23,2024-08-23T23:30:00Z,2024-08-23T23:30:00Z,52941990486650247154954758304250953883179894825855200472379966242475768745183,0.62,1.0,0.6,1440,
0x1044aa08aff25e27c01d9faa26e007abd463efdfa85c176e007dae2db6658af7,nfl-las-sf-2024-08-23,2024-08-24T02:00:00Z,2024-08-24T02:00:00Z,37931090415497441776089099285075521621235113997621964445731164609474857513550,0.22,1.0,0.26,1440,
0x7a2f53799cb7bc9535aec3ee7b582040c830507196c6ecd773102f08e21e3493,nfl-buf-car-2024-08-24,2024-08-24T17:00:00Z,2024-08-24T17:00:00Z,1790132498040397538934592900738818879490520086902855596859775163708438401321,0.33,1.0,0.335,1440,
0x8aa01c2023dec214914bb4b80d48ab4a0c48cdc2d99e055f566936423f16b999,nfl-det-pit-2024-08-24,2024-08-24T17:00:00Z,2024-08-24T17:00:00Z,6070392997123912117922519765835922301247583586681059292962960128415701098317,0.25,1.0,0.265,1440,
0x6bfc0bc891c69a2bdb32cbd9712df1a3401b63e30f3d689013606248b88308bf,nfl-gb-bal-2024-08-24,2024-08-24T17:00:00Z,2024-08-24T17:00:00Z,30591613641237492157737429672931129180787113010260011175763330305503061573434,0.57,1.0,0.585,1440,
0xd22e5e61d706d872b0227f7bf2c6f16a1b04a99cee1a645995e2d935d5d719c0,nfl-hou-lar-2024-08-24,2024-08-24T17:00:00Z,2024-08-24T17:00:00Z,29702652788674585083820987106457070109496936175123780047784881551048831943054,0.665,1.0,0.645,1440,
0xd7d0a90ed9ce9a2dc531dda0b0dc2686370bf75de3a6cc48a64548e4fabb2d64,nfl-phi-min-2024-08-24,2024-08-24T17:00:00Z,2024-08-24T17:00:00Z,111647890791975692571544090229980959528092459221704924223602960119554605264466,0.595,1.0,0.545,1440,
0xe990f0940fba8098df9da1199572ba8bb303c8bd9d91a61db86b9e041377f477,nfl-dal-lac-2024-08-24,2024-08-24T20:00:00Z,2024-08-24T20:00:00Z,31547873387021903039830675187002586346621464311041613702958583332382100041931,0.64,1.0,0.65,1440,
0x89ec43443f68e7c9272dc64350883bf164522e50bb83784399bc899388cb656d,nfl-nyj-nyg-2024-08-24,2024-08-24T23:30:00Z,2024-08-24T23:30:00Z,84181681878080066537871280364603454652564485101196169056019421098349201443739,0.44,1.0,0.435,1440,
0xc2e3c69f9509b28c8b1fa36914541acc372dbbd9be23ad943db18b5d51b0e57d,nfl-sea-cle-2024-08-24,2024-08-25T02:00:00Z,2024-08-25T02:00:00Z,15114916149416163997709329441653271093072499745658989212537288463646186212820,0.67,1.0,0.495,1440,
0xc206473e788a1d8f149e1f382284b9a15d8ad3c321598eb44a2d8f5c1b37cac6,nfl-no-ten-2024-08-25,2024-08-25T18:00:00Z,2024-08-25T18:00:00Z,58186775167342942555788962415357639681229453330408569424383326244092414585506,0.32,1.0,0.355,1440,
0x638f8aed0408872de787a6a43ceba228077f0f7e30293e851698f7c41513799c,nfl-den-ari-2024-08-25,2024-08-25T20:30:00Z,2024-08-25T20:30:00Z,79729109069249918338915537339873031325599027633899340406949010335875484920881,0.58,1.0,0.62,1440,
0x79d3128ebb405b12f275bfaca69eee3c0670bb314e9460fb1c0547ec9a356e21,nfl-wsh-ne-2024-08-25,2024-08-26T00:00:00Z,2024-08-26T00:00:00Z,67422987557595372755204980100871379620763459415349115683743632129693236119095,0.27,1.0,0.28,1440,
0x67fa536f0656849558b515fc5ea695dddb24a3677315c00517b25390ada9531d,nfl-kc-bal-2024-09-05,2024-09-06T00:20:00Z,2024-09-06T00:20:00Z,93583096793458720936396063310390151745460209441936203011670936763085362246087,0.575,1.0,0.585,1440,
0xabb102227925a54804e3bf05e074e8065251bd34d23ded396252118b891216aa,nfl-phi-gb-2024-09-06,2024-09-07T00:15:00Z,2024-09-07T00:15:00Z,49581381976095807718662547653879616715048108312745540015613978560946514239223,0.535,1.0,0.555,1440,
0xbf9e9ec65dde46de974233c8521c11900ed79c5d5a7efa7f5e057a799e6ac075,nfl-atl-pit-2024-09-08,2024-09-08T17:00:00Z,2024-09-08T17:00:00Z,11179500931655122414645073056402888397017376305719257113340080759524319565861,0.645,1.0,0.645,1440,
0xf3a8040acb7eaad81bb683dce8abb999921114c8a20003b745db93a8b8c23e3e,nfl-buf-ari-2024-09-08,2024-09-08T17:00:00Z,2024-09-08T17:00:00Z,27374276598750074799988410888527008308141575622131491431154919493734502070646,0.725,1.0,0.715,1440,
0xe9f3b8c276c31b82fafc0664892ec1418973a8a2b42804bd9533571288cff543,nfl-chi-ten-2024-09-08,2024-09-08T17:00:00Z,2024-09-08T17:00:00Z,91283733601105392451742832389121770922091596286883826016609666464495260540177,0.65,1.0,0.615,1440,
0xb660bc7638057be462e8a0a5d902e4a4067165ecc478128e2722aa430c29dc4d,nfl-cin-ne-2024-09-08,2024-09-08T17:00:00Z,2024-09-08T17:00:00Z,80264926210385240450932393240521502390884943353915747855989636342728177339354,0.775,1.0,0.775,1440,
0x216c3740661ac7f68a60c329fb7ee648553b995b04efa865d7e1c1388c46acb8,nfl-ind-hou-2024-09-08,2024-09-08T17:00:00Z,2024-09-08T17:00:00Z,114355180014055442077322641854709113469939326670572904757810633851298892251327,0.405,1.0,0.405,1440,
0xc56a15f5807c6b385c4455ae939f0c4eaa188cb3864dc42431227d64520cea04,nfl-mia-jax-2024-09-08,2024-09-08T17:00:00Z,2024-09-08T17:00:00Z,53674873009247784558863159861649480741006737101564838222966943959266767577316,0.635,1.0,0.615,1440,
0x33b9d78c22e386934619b56f364add2575bd52ee65efce66d81cb2b9ce02d176,nfl-no-car-2024-09-08,2024-09-08T17:00:00Z,2024-09-08T17:00:00Z,74279864874936078948792575948561280021757625787477825079869080712754442877385,0.65,1.0,0.645,1440,
0x9cbf74b70ecf4fa8b5012f32a51eaac13dff8375b953d28168cbf6d5f7147ea4,nfl-nyg-min-2024-09-08,2024-09-08T17:00:00Z,2024-09-08T17:00:00Z,54898559574569758201288400751448576638995469811862590070337680240875276075473,0.5,1.0,0.46,1440,
0xffc57722ef27e8bd300466527140b98650feb700f47e25b0242a4e8e2f55ded1,nfl-lac-las-2024-09-08,2024-09-08T20:05:00Z,2024-09-08T20:05:00Z,101057355976215921530440557336293061108002456316126784531233412173539580454755,0.59,1.0,0.595,1440,
0x8a01543e2814dce9a9ea5a01af633656db4c799058c5c61e3b66fb6a51749e2c,nfl-sea-den-2024-09-08,2024-09-08T20:05:00Z,2024-09-08T20:05:00Z,47271507860924671583457492959834005212671722727984746449008463093263446098983,0.715,1.0,0.705,1440,
0xbb7f1a9cc64c8a6a2716984b7bc476f2187eac544bc761322cb25466c3411af1,nfl-cle-dal-2024-09-08,2024-09-08T20:25:00Z,2024-09-08T20:25:00Z,1476489963999582274555126986199396072098018636742345859007526219808638504506,0.525,1.0,0.565,1440,
0x4184b911bde81c5dec5a972626640ebcd522eb2e47f5dccbf2d77f229d4f6ed9,nfl-tb-wsh-2024-09-08,2024-09-08T20:25:00Z,2024-09-08T20:25:00Z,12622445984199730142334075459281469800108731482574713288487734954301942809464,0.655,1.0,0.63,1440,
0x1d517b0f8156207d3cdbd6a8691de86f2b013b3812c216100203c91f75ff08bb,nfl-det-lar-2024-09-08,2024-09-09T00:20:00Z,2024-09-09T00:20:00Z,80969616619271538564849605624625362466377119827018769489761801443495292740650,0.71,1.0,0.665,1440,
0x5906417c5adbafee37c4ecbb89a5ec860930a135d42a9f18ad1163ed7b08539a,nfl-sf-nyj-2024-09-09,2024-09-10T00:20:00Z,2024-09-10T00:15:00Z,89739113260723644594011944005027077239132559546592326789289449299426566223790,0.635,1.0,0.645,1440,
0xca4898518746987457d80d96f7531b918414f8b1b9d361e6d011461d07201be4,nfl-mia-buf-2024-09-12,2024-09-13T00:15:00Z,2024-09-13T00:15:00Z,13044428917325405452037610189017123896429534771271596356378551637470183968424,0.555,1.0,0.56,1440,
0xfec0062eb32622dd29fd82d3e6e90e4907021e166636b915880d3085c0a7751d,nfl-bal-las-2024-09-15,2024-09-15T17:00:00Z,2024-09-15T17:00:00Z,42400599501443622997996213115322814244504647478634912191199108681271941328451,0.805,1.0,0.795,1440,
0x99e65b09100575db283ecae76910312cbd66c1d4fe9e2459a22135bb51a7077e,nfl-car-lac-2024-09-15,2024-09-15T17:00:00Z,2024-09-15T17:00:00Z,22033354316291579033388809060347345719765672394244179655868426513015507844812,0.33,1.0,0.315,1440,
0x017df324230a7e4f2792536319803e995afac1e3d8b2da946612d5a5233f7d41,nfl-dal-no-2024-09-15,2024-09-15T17:00:00Z,2024-09-15T17:00:00Z,74064957655343289847077609039818146207974732565313911093259498584482757438182,0.715,1.0,0.71,1440,
0xb8af154cab512b8323367dba0620040f1c39281b2f66e36f4f3559814dd015c4,nfl-det-tb-2024-09-15,2024-09-15T17:00:00Z,2024-09-15T17:00:00Z,103600844910067274993902652509585787111928426872086391398506048930595549132839,0.765,1.0,0.76,1440,
0x62a027ebe52693150b0bf6fffe69ed065ef269ae392418576abcd8df3fe521a3,nfl-gb-ind-2024-09-15,2024-09-15T17:00:00Z,2024-09-15T17:00:00Z,4285891354192796975343171569141871018200682712044056344851335991839278817905,0.445,1.0,0.43,1440,
0xc72e7716ef254edc034a6c25ab6d8791ee9f858394851c6de00e24cf774d6024,nfl-jax-cle-2024-09-15,2024-09-15T17:00:00Z,2024-09-15T17:00:00Z,42535660663897228916088359538021002122197121489819965157337106718147566605946,0.61,1.0,0.595,1440,
0xa84e39e7407fe99b0bd40044ebb384bca68b74bc0ddc47a771e9feeb0b262c02,nfl-min-sf-2024-09-15,2024-09-15T17:00:00Z,2024-09-15T17:00:00Z,5879412196002770882280425193209188735618104206038170141499682091270553504657,0.34,1.0,0.325,1440,
0xe65e20750773b7d1d006b90697b0affc8946cbc673c4f921b08f14f8fc70ad3e,nfl-ne-sea-2024-09-15,2024-09-15T17:00:00Z,2024-09-15T17:00:00Z,249051146183692542830715497213377241156274349876067798810092273222198916148,0.4,1.0,0.38,1440,
0xf77eb0eefbb6f4f3160b1a7bae3da902f1297786be7cb74797c2788f3c1dd444,nfl-ten-nyj-2024-09-15,2024-09-15T17:00:00Z,2024-09-15T17:00:00Z,12449374569795498871977806080663330544620145043393621367887337548163398183957,0.355,1.0,0.365,1440,
0x1de298f909a4d4b4b42c2f428c5d028dbc0c8c606cfd692aa116c69a4ab63346,nfl-wsh-nyg-2024-09-15,2024-09-15T17:00:00Z,2024-09-15T17:00:00Z,65455367686987871671311324600569148744447877251627244914729048029379288926857,0.525,1.0,0.53,1440,
0x31233564f67d76c00bd9fe2bf0d4fd9490d0988d2633bb5303088ac86a9782b1,nfl-ari-lar-2024-09-15,2024-09-15T20:05:00Z,2024-09-15T20:05:00Z,84928361248772696000374633724262319799413939799264258264371236294618622040133,0.485,1.0,0.51,1440,
0x4ba4df57f1b400a5eeb1ac62f2e684bca2f3bc5843b9f2f07125334f4f7747dc,nfl-den-pit-2024-09-15,2024-09-15T20:25:00Z,2024-09-15T20:25:00Z,35296130173094475160325086684369881612230103655205220486555711658911392575894,0.42,1.0,0.43,1440,
0x0f57082a94f7dc3c3bd2bea1dc5f55c7b3f4b1886254027ba1ac314d40bf201f,nfl-kc-cin-2024-09-15,2024-09-15T20:25:00Z,2024-09-15T20:25:00Z,12355987512877429673929504340401012335986334862167202722803591485179314630846,0.725,1.0,0.705,1440,
0x83c0226137dd64d6bfc583aebd16950e4d16ddc6a6da785dcd5c3805dff2d0e6,nfl-hou-chi-2024-09-15,2024-09-16T00:20:00Z,2024-09-16T00:20:00Z,77256366755125285369836434435184575008231295755176594003330753914116258738262,0.725,1.0,0.72,1440,
0x54eff4c60c8b11048ba974f9bb96234b682c2c565b645b4edecc6234c5ae5cda,nfl-phi-atl-2024-09-16,2024-09-17T00:15:00Z,2024-09-17T00:15:00Z,74541810964973803044433154422821612306893626839776760913199568079403776568923,0.695,1.0,0.705,1440,
0x5bb5af1799c00bb0457265306e8d86853e502497923a0eb4e6704d3b296b8d96,nfl-nyj-ne-2024-09-19,2024-09-20T00:15:00Z,2024-09-20T00:15:00Z,34413692082042863139763762306907271908856060022517713988312003715279562149329,0.73,1.0,0.705,1440,
0x073c48ea05aad528c3e0fa72629550c7256a54b9b5646adbc259627535a752ba,nfl-cle-nyg-2024-09-22,2024-09-22T17:00:00Z,2024-09-22T17:00:00Z,113391109160241173047484508429998767602071383462077810072713706746592644233637,0.725,1.0,0.715,1440,
0x18eaf2284aac18152bef60a8d60bc67baa806e9f13676b395f7922bd70b4589d,nfl-ind-chi-2024-09-22,2024-09-22T17:00:00Z,2024-09-22T17:00:00Z,25419709852736631244083767511939004562811996430131023675819850006992736363743,0.545,1.0,0.515,1440,
0xdf1b68ea6212c051591e189caee9545d1ce132aa9384f41d5b4116222b94d2b3,nfl-min-hou-2024-09-22,2024-09-22T17:00:00Z,2024-09-22T17:00:00Z,29070926232220986269472494225672105354295235965055895559699792845169587469911,0.47,1.0,0.465,1440,0.53
0x105d010dd18eefdfa9a45230586dc7a436b90130c1482f61e118789d38e794cf,nfl-no-phi-2024-09-22,2024-09-22T17:00:00Z,2024-09-22T17:00:00Z,97708467162825368939450855855786489626752724343902103764831254229298126312488,0.575,1.0,0.575,1440,
0x15642633c4a040c162082a2a0ef533aa98fd1e36703b29522002676a646243d4,nfl-pit-lac-2024-09-22,2024-09-22T17:00:00Z,2024-09-22T17:00:00Z,43296157556608263390149665343968598742766144561999559730325008913065121820404,0.57,1.0,0.585,1440,
0x103fa51edb3629ddfa0454dfd2521b9dd595c13f0f48434ab5325f897c36a5cf,nfl-tb-den-2024-09-22,2024-09-22T17:00:00Z,2024-09-22T17:00:00Z,33204400898491466271041864737209711450178440265984858947504344745678310742352,0.705,1.0,0.715,1440,
0x34e342f2f3c299d78c0728b9f72ebbcb0eee597345f98e163c3b673b9308a39d,nfl-ten-gb-2024-09-22,2024-09-22T17:00:00Z,2024-09-22T17:00:00Z,42518522135102778833443573455504226258146980982373982288669794709111768675000,0.595,1.0,0.575,1440,
0x8abe25bd661e0c22c57c64be6c7dfb86ca9f35ba7c9cd48b828b4b03d45ea057,nfl-las-car-2024-09-22,2024-09-22T20:05:00Z,2024-09-22T20:05:00Z,7775108952134391711872408167058312180542523782817728412178337712904916916693,0.695,1.0,0.695,1440,
0x884bff7c5d6501c00b5172fbd314f404f6016033005a9a5f14daa57731e37022,nfl-sea-mia-2024-09-22,2024-09-22T20:05:00Z,2024-09-22T20:05:00Z,63850771438416072132716060106393835041917755972381034701879526697104380733393,0.655,1.0,0.665,1440,
0x7c8ebb1e419333ac91793baf21b277d9d7c06f402340c0047d3ac092742d8aad,nfl-ari-det-2024-09-22,2024-09-22T20:25:00Z,2024-09-22T20:25:00Z,35649644718845736066716696379423636921054349243236429195236350438081946643868,0.415,1.0,0.425,1440,
0x37c117260de106df94b971e3fe99ffde3d3cb58a693aa36fdb881602c942f850,nfl-dal-bal-2024-09-22,2024-09-22T20:25:00Z,2024-09-22T20:25:00Z,47239660289944302771189699278980733775890102688980067689534458427339577712216,0.465,1.0,0.485,1440,
0x2857c3220d39c5027597520757d2656eeb76bb400fcc02c18065745935df81a2,nfl-lar-sf-2024-09-22,2024-09-22T20:25:00Z,2024-09-22T20:25:00Z,50985070471752244954726744229723028770444884823361727849109295458013327673286,0.285,1.0,0.275,1440,
0x05d4740cce1eca97cd4729f8195793bbb086420feddb68b24df1a43fc8d93a2b,nfl-atl-kc-2024-09-22,2024-09-23T00:20:00Z,2024-09-23T00:20:00Z,115117736756607804655339032450893844546760294297242299196293610822616985027152,0.395,1.0,0.395,1440,
0xdf8ee7efcddc952e3b2f0ad127bf368b6f5866041ed448b9478b46cf407a37ee,nfl-buf-jax-2024-09-23,2024-09-23T23:30:00Z,2024-09-23T23:30:00Z,87621384332039699595140931462154322909181322631030002584090620775722344937903,0.675,1.0,0.69,1440,0.325
0x0acb9c9e2267f849236855b919dbf4be7ab44bfa8ac30a813580404cdee8c459,nfl-cin-wsh-2024-09-23,2024-09-24T00:15:00Z,2024-09-24T00:15:00Z,99214839001630489850259700051019075364377832612326792155969335299208798280574,0.76,1.0,0.76,1440,
0x652913133a6f632326d2e7c5e60527a9a669bc71f44a1eeec3c31b6db7d5cda7,nfl-nyg-dal-2024-09-26,2024-09-27T00:15:00Z,2024-09-27T00:15:00Z,54283007212914572893413484651421353989343981154437785159441670116509122149268,0.31,1.0,0.305,1440,
0xcbe2d0aac9664d45eb36a19f54225eeb579ecd62937b253a6bb096395a443c8a,nfl-atl-no-2024-09-29,2024-09-29T17:00:00Z,2024-09-29T17:00:00Z,83164974513476058179717148447736602895471877914465751130214515182410248557464,0.575,1.0,0.575,1440,
0xa4a7aa6dd85b4d4fab1e1f2ba4a4eccf506526db0c8a4433f0e6f225092c0010,nfl-car-cin-2024-09-29,2024-09-29T17:00:00Z,2024-09-29T17:00:00Z,88219863013962824945108125939386457485983436591973324821443950178095397400226,0.315,1.0,0.33,1440,
0x272f7df2f13caf5ace7d4f17dd137cd44b496487aa8540dd7620ec520baa0b26,nfl-chi-lar-2024-09-29,2024-09-29T17:00:00Z,2024-09-29T17:00:00Z,44887963322674143400068385639545354952513188916759815705731625062826742875133,0.605,1.0,0.59,1440,
0x9f8142a1fa632341d611b5f3ee1403d358150e4b598c972232f721bde5edfa0d,nfl-gb-min-2024-09-29,2024-09-29T17:00:00Z,2024-09-29T17:00:00Z,50176432305661175368796318270174578244331373983170738158603431492190242502203,0.56,1.0,0.57,1440,
0xfa7290587067f8d1ceb9ceae72efeb6fb6f4c10d93d73f4634f2e74310b3628e,nfl-hou-jax-2024-09-29,2024-09-29T17:00:00Z,2024-09-29T17:00:00Z,15517783225706623700407228844494920727276638752910636263912100692937977726503,0.695,1.0,0.705,1440,
0x1e26117dc82f914260700a10b5e022cc1d570848b515158e625d0930945afe67,nfl-ind-pit-2024-09-29,2024-09-29T17:00:00Z,2024-09-29T17:00:00Z,88702509094542887298090436761336190971453472441313636645636310916372808527668,0.44,1.0,0.45,1440,
