condition_id,event_slug,game_start_utc,cutoff_utc,no_run_token,first_pitch_price,minutes_before,day_before_price,points,run_token_first_pitch_price
0xaf8492ef4c8be0fca57f0632fb430ca2efb7313c32d697c24bce9f401750a494,mlb-sf-stl-2025-09-05,2025-09-06T00:15:00Z,2025-09-06T00:15:00Z,37849028172704538641137816618570268275739209066145227659836985667151037679631,0.5,1.0,0.5,1154,
0x4f420287621543f46a49569d187b5a3a227ea43e123b9c583a6b18e89e584836,mlb-sd-col-2025-09-05,2025-09-06T00:40:00Z,2025-09-06T00:40:00Z,82386529097968158540654259093391186283666029987199523804697758159560382659789,0.505,0.9,0.5,1179,
0xcb8a6cae694ca6edf64b5f6eb939ebb7796a1c012be63c8c40c8fe449b5ad255,mlb-oak-laa-2025-09-05,2025-09-06T01:38:00Z,2025-09-06T01:38:00Z,26714420316161470648762331284968658902973887200049783773991573871828410039105,0.51,0.9,0.5,1237,
0xc27643f855dc48ee92da19e760d6b919ec58d5a4a54ad1866cd271af645aec8a,mlb-bos-ari-2025-09-05,2025-09-06T01:40:00Z,2025-09-06T01:40:00Z,35975419034452162816767438714959239211843722229875937719570136547400103196277,0.5,0.9,0.5,1239,0.5
0xb7a16a543f87770067dcf31095076744846b28ac735cdcb30f40ad4eb467aa29,mlb-tor-nyy-2025-09-06,2025-09-06T17:05:00Z,2025-09-06T17:05:00Z,88799376381847109620324324229617896134943016711085034260986945267711762611697,0.475,0.9,0.5,776,
0xe96637b5e93a4d2d3e64017efb619515bb3ea807fa81bed240cc7f8b2fb8c7ec,mlb-wsh-chc-2025-09-06,2025-09-06T18:20:00Z,2025-09-06T18:20:00Z,18633746837258491226805050660436700002349337514343746012966196223010694175269,0.49,0.9,0.5,851,
0x221bedc6a935df85f56dbe38dba14512ae6fb3cc4a442e5abc79fa93999eda6d,mlb-cws-det-2025-09-06,2025-09-06T22:10:00Z,2025-09-06T22:10:00Z,50726614089831621332089018894090458768021352263332955472156929086432516791560,0.575,0.9,0.5,1081,
0x4872ed9d51a7bef2d2ee38fe9d1401f2ffc51108d09e627b9755866db77c9678,mlb-mil-pit-2025-09-06,2025-09-06T22:40:00Z,2025-09-06T22:40:00Z,109906898420487504495188165361407491410539961983920751872613969611455051032134,0.54,0.9,0.5,1111,
0x1a56d4bd4230908d42d95730c7029a19dea9c6c98e7bad6a4fa9dbbfa07e638f,mlb-nym-cin-2025-09-06,2025-09-06T22:40:00Z,2025-09-06T22:40:00Z,13139582127467922853348566772902504691094575483083112018769921214694758075988,0.5,1.0,0.5,1111,
0x7df607659218b404dc1ed7d271c3fca7a9783851f03ad611f8ec39943ae0b818,mlb-cle-tb-2025-09-06,2025-09-06T23:05:00Z,2025-09-06T23:05:00Z,32399194899735457810521430984434554094348776057945108011785824220895200478426,0.5,0.9,0.5,1136,
0x70311537b86712c9746f9276eb07be890ecf449ccc3b1d9854b06f6026dfe182,mlb-lad-bal-2025-09-06,2025-09-06T23:05:00Z,2025-09-06T23:05:00Z,100746050237512049356303768498073849816493303382836043258629933072473659740633,0.55,1.0,0.5,1136,
0x45e9e68eb055c74388b19085e7a0e9d218b2b7670b6fbd96ba4331848fe0a995,mlb-hou-tex-2025-09-06,2025-09-06T23:15:00Z,2025-09-06T23:15:00Z,17553081767885447878769639891235812882708429372109706010252732084659161963013,0.59,0.9,0.5,1146,
0xa79a09ef3545a561f0c42b52ea606534b77d64ec979a7397d04ec0d108301c85,mlb-min-kc-2025-09-06,2025-09-06T23:15:00Z,2025-09-06T23:15:00Z,109737535285255863672300209366206229378081178876960335167656326428475027106347,0.51,1.0,0.5,1146,
0xa454eceba36b357c96c57a925b77e3d68f7e80037314adac57cb9aa38dca1084,mlb-sea-atl-2025-09-06,2025-09-06T23:15:00Z,2025-09-06T23:15:00Z,42398023190264211806682448040682394371985441098547306469467909153568255133152,0.49,0.9,0.5,1146,
0x01cbcfbc003220c85e40abf7ae7b8eb5f96597d49e4bfa294a0e3f9defc508db,mlb-sf-stl-2025-09-06,2025-09-06T23:15:00Z,2025-09-06T23:15:00Z,30635822280010139274242773261554427272847914986691060968037473877182110909085,0.51,1.0,0.5,1146,
0xe2f4bbd5267b7043794e5cc1b77ef190152cfed6f22501d8496518a60f56dfba,mlb-bos-ari-2025-09-06,2025-09-07T00:10:00Z,2025-09-07T00:10:00Z,37944919618328561656035852936331811518710313718773623498984139952852003455111,0.5,0.9,0.5,1201,
0x5f6b0e07d1521f8e2c47caa420978ef39ac8cbadbf860b141fc13934e7cdfe6b,mlb-sd-col-2025-09-06,2025-09-07T00:10:00Z,2025-09-07T00:10:00Z,26545613212685090276262295475810114408563903010792278150431988153978909694720,0.42,0.9,0.5,1201,
0xc680225513b9681bd1cac91bbb19d354363adf3f638e1ac026e56faefad8dc97,mlb-kc-cle-2025-09-08,2025-09-08T22:40:00Z,2025-09-08T22:40:00Z,34246658824623518349867661714852041662382570827053738867423271886717700345329,0.54,0.9,0.5,1038,
0xed847e26890543c5fe7b8c6b789f96bccc74e2927e2ae62d946770c2f3280dbf,mlb-nym-phi-2025-09-08,2025-09-08T22:45:00Z,2025-09-08T22:45:00Z,89456814784917229316924839136425100424036955136943675080000690723838155696343,0.5,0.9,0.5,1043,
0xf7d18c295cdc550bb29effc30fbc600c4a126a40978540be1334d349de163f8e,mlb-chc-atl-2025-09-08,2025-09-08T23:15:00Z,2025-09-08T23:15:00Z,70487775914182308303680078847991141072862513255204070694044622471014813753163,0.5,0.9,0.5,1073,
0x52a1d0b5eeb0b03b69bd38b55c766b19dc6423685c7c383d5eb73e3ec7c256af,mlb-mil-tex-2025-09-08,2025-09-09T00:05:00Z,2025-09-09T00:05:00Z,35704699361178466758913232162530401157007926147671990205041277700777203610001,0.74,0.9,0.5,1123,
0x78dbd9eef3a9d8352719df82010832edaa94aa77604b5ab42f42712b90112fb7,mlb-min-laa-2025-09-08,2025-09-09T01:38:00Z,2025-09-09T01:38:00Z,47139410342390926859015167528285273323302116167076507093174277456705818617663,0.47,0.9,0.5,1216,
0x11198869ffb4d1b12f7c1c5a55bd47e3bcdb579db7c4119d7bb57aa9cebb9d83,mlb-stl-sea-2025-09-08,2025-09-09T01:40:00Z,2025-09-09T01:40:00Z,86648891410989544663017157768583445390297724756647990476311944918444211228419,0.52,0.9,0.5,1218,
0x248e9b700c9122ffde1f6799adf0a3ca6d5fcfecdc43f8b91eee2d1775fff5c4,mlb-ari-sf-2025-09-08,2025-09-09T01:45:00Z,2025-09-09T01:45:00Z,22958703258681880362719900009764996881165130818776483946448630526582613919579,0.545,0.9,0.5,1223,
0x789680ec8412ec31284d3a082e4a939c93cdf657de74e030784b0ed511c85198,mlb-bos-oak-2025-09-08,2025-09-09T02:05:00Z,2025-09-09T02:05:00Z,54268682318469210592269233313950073996064782692904909529600630279310514528443,0.525,1.0,0.5,1243,
0x721f1c7b5e7cfc3091e328dd126bcfb31244504afd0080f52750eb1a7f17bc6a,mlb-pit-bal-2025-09-09,2025-09-09T22:35:00Z,2025-09-09T22:35:00Z,83403621067079698265028049903044865998489476529502534290065966930739646374842,0.55,0.9,0.5,1007,
0x88ff58faca28e893b87191b836902db49901fb7b575ad240582da985682443a4,mlb-kc-cle-2025-09-09,2025-09-09T22:40:00Z,2025-09-09T22:40:00Z,33332126056876679050382866071153322150166120126810984262188952930798249442662,0.545,0.9,0.5,1012,
0x68cea662372091a7eb2f55b0038bc51317ae6e1ed3e012568568090e46548d28,mlb-wsh-mia-2025-09-09,2025-09-09T22:40:00Z,2025-09-09T22:40:00Z,45870193155015319854387926517453061450462129020406435213134354524196176541652,0.485,0.9,0.5,1013,
0x2dfc2c7e9f1316e4ac6786bc69cfbb8ab4b660950adfd85390dbeb81f78617cd,mlb-nym-phi-2025-09-09,2025-09-09T22:45:00Z,2025-09-09T22:45:00Z,99741634437720740335199859774553869000073311709867010167934441689139915421610,0.54,1.0,0.5,1018,0.46
0xa5cc7f8944b7d4ad7e8989f6b58618ed5872e729fb81877aadff29abf74cd0e9,mlb-det-nyy-2025-09-09,2025-09-09T23:05:00Z,2025-09-09T23:05:00Z,91686686523284863183701985719971535992048162296164478852106170073128373862914,0.5,0.9,0.3,1038,
0xbf8c0bcb1578175176aada868bea4b31dcd361d92d897323b612570a792f7e0b,mlb-mil-tex-2025-09-09,2025-09-10T00:05:00Z,2025-09-10T00:05:00Z,23022934469339267648001343650072260528859539796660006799648421273442496731165,0.745,1.0,0.5,1098,
0xefbc5be6e5998e7ebf52f3d44b921778cc86f9fd36ebe09e4e50a83067589b65,mlb-min-laa-2025-09-09,2025-09-10T01:38:00Z,2025-09-10T01:38:00Z,91874843120238336504316698480235388094752149306600647256839510928570339704670,0.73,0.9,0.5,1191,
0xb99d8ef86c94ecd8a24c21955f6f3295a9ffaf1dcb19e584eec43abfc5f0cde4,mlb-cin-sd-2025-09-09,2025-09-10T01:40:00Z,2025-09-10T01:40:00Z,38852382604534952873341270072633300948848211059495287881914167543823641857730,0.515,0.9,0.5,1193,
0x38fbec31faba4459b247625fd0d472a807373cf32c0aa90111e87ecba26511ee,mlb-bos-oak-2025-09-09,2025-09-10T02:05:00Z,2025-09-10T02:05:00Z,73597033947716385714704120189033754395421237081791919398318274421680049582284,0.7,0.9,0.5,1219,
0x999c1ac80c59cfc5d85172a2c103f2b6b8325142b79498d26b6dc741eedf69c9,mlb-mil-tex-2025-09-10,2025-09-10T18:35:00Z,2025-09-10T18:35:00Z,11948609915683286042634828321583802102220447402422180250832845669843548876684,0.59,1.0,0.52,697,
0xd60511b15c99fc5cdfb9be8d5757fb209776f49ebb479d7da3846d73aa10e231,mlb-bos-oak-2025-09-10,2025-09-10T19:35:00Z,2025-09-10T19:35:00Z,12118345103480637187641504708476483897452306546120538284637829020057394271143,0.465,0.9,0.5,757,
0x15ebe24fef5745273d9aa003107e14e071e3ce4fcc37d540d0a4680930a2a0fc,mlb-ari-sf-2025-09-10,2025-09-10T19:45:00Z,2025-09-10T19:45:00Z,14105119147094449367405210816130807739284153713065112275372980511844334862577,0.51,1.0,0.48,767,
0x41967376e6ed8d3cf43bbc3077566120145082c0385b6f415c70568ab197448a,mlb-min-laa-2025-09-10,2025-09-10T20:07:00Z,2025-09-10T20:07:00Z,92958326902981347860014262032283868635290698526150352613732185926462639730052,0.49,0.9,0.52,789,0.51
0x606ef1dd8fd2b38ba261a14700d41429d8427fad8f748a34a11be46b50d62e43,mlb-pit-bal-2025-09-10,2025-09-10T22:35:00Z,2025-09-10T22:35:00Z,106038901564761496347684943023823344359425548530025788973606422308844370384343,0.605,0.9,0.48,937,
0x0ba92733c3c842dd4a104e24808e7c8f73e331e705dbf7ad537daa2e574baf3a,mlb-kc-cle-2025-09-10,2025-09-10T22:40:00Z,2025-09-10T22:40:00Z,102261491214604733509206610779908985083733981062841693455771328731077684410933,0.52,0.9,0.5,942,
0xd3f687f45af49162a80194347b3433597546193f27f8340966ef1f4ff335deb5,mlb-wsh-mia-2025-09-10,2025-09-10T22:40:00Z,2025-09-10T22:40:00Z,72465319459252298195963971233659462355121722997464502841189742068106325911607,0.51,0.9,0.52,942,
0xb9b1447f7472a6297c091afc6e95147cc9991a08f91d1d9d259f827af2824072,mlb-nym-phi-2025-09-10,2025-09-10T22:45:00Z,2025-09-10T22:45:00Z,68584106307018166844653664572632394784287949215380767028343696309115836265756,0.53,0.9,0.48,947,
0xac40db5cfc7ac86413ab890c9bdead4df7e555b693fdb813ec3dfb52a4714dff,mlb-hou-tor-2025-09-10,2025-09-10T23:07:00Z,2025-09-10T23:07:00Z,69057572820348350004311249657118245008519914611205761396393749868896855652355,0.5,1.0,0.5,969,
0x5293ba7ad8afb7bd73d92a8e255930264d8a5c9f7812333f98316117069137af,mlb-chc-atl-2025-09-10,2025-09-10T23:15:00Z,2025-09-10T23:15:00Z,70348930864317409757556589798964011734797869026814103318736889157737954871631,0.53,0.9,0.5,977,
0xaf60a8e54d4c7507dc365f35ed4476483ab02a1ce4933d155b0d462c45a633bd,mlb-cin-sd-2025-09-10,2025-09-11T00:40:00Z,2025-09-11T00:40:00Z,114352291305359060878589587046953410239745610884935114919311542217481550742610,0.555,0.9,0.475,1063,
0xf164eb0b0743f296e9366c128e91a66266872d2c5a3da58a83f585f0441cdef7,mlb-stl-sea-2025-09-10,2025-09-11T01:40:00Z,2025-09-11T01:40:00Z,14394292886371574685716128081067618384292249564523138029192953987314880603781,0.52,0.9,0.475,1123,
0xaa90172b260f28b7fb9fe0f656e902d5733e76779cc5a7ffa333aa8ed77b4dda,mlb-col-lad-2025-09-10,2025-09-11T02:10:00Z,2025-09-11T02:10:00Z,34472146522800729534753219100149370885973684595746694587486963955584959228806,0.51,0.9,0.47,1153,
0x0bd78b889b0a4d683b8bcc8e365e6d98f2d5cebb38b5c285991433a551d9f43e,mlb-pit-bal-2025-09-11,2025-09-11T17:05:00Z,2025-09-11T17:05:00Z,96973691132509433679360091102083045724463918093712683675168761666595689273846,0.755,0.9,0.5,768,
0x863a1273c4fbef165f4be78ce4ea715ed51d6d70100bd3ca4bbc7713fed49583,mlb-tb-cws-2025-09-11,2025-09-11T18:10:00Z,2025-09-11T18:10:00Z,101828328275229432534765984400213802949070403218389142679214943613037581234133,0.555,0.9,0.5,833,
0x8563bb44ed0fc8d077495d476671c7e32117f67631ea5ca0d1ce06479ccb900b,mlb-hou-tor-2025-09-11,2025-09-11T19:07:00Z,2025-09-11T19:07:00Z,19404575463706853423171171346473766835176237326363052384944426104772229729287,0.52,0.9,0.5,890,
0xa5f126f86fdd73ec09a46aa94e771d5d8dc620f8c6d11690d02d8955c7413a2f,mlb-wsh-mia-2025-09-11,2025-09-11T22:40:00Z,2025-09-11T22:40:00Z,37717245086599705971158538533404677841926220261968356534214582881442213487113,0.54,1.0,0.5,1103,0.46
0x29fdd00ed2a592971ff85934d8873d5a316bc91d34616a405ccfd1bbe058956c,mlb-det-nyy-2025-09-11,2025-09-11T23:05:00Z,2025-09-11T23:05:00Z,113695476994227569302436145013134465087447840885299662479543738826517101394897,0.515,1.0,0.5,1128,
0x38363a9d4db2ff5291137006ee3a1f6f491a9a076cb049e7a07fa51cb31032bd,mlb-kc-cle-2025-09-11,2025-09-11T23:15:00Z,2025-09-11T23:15:00Z,4566236092339712495922400582784917187564241591925537432668747590459576430298,0.545,0.9,0.5,1138,0.455
0xf05a75db1ef3669587402034a1d0b2cb51e18e54b072d9a121365849bb3c0a98,mlb-nym-phi-2025-09-11,2025-09-11T23:15:00Z,2025-09-11T23:15:00Z,86406555965261259542320677089593425709807293859845812521992073612962689097808,0.53,0.9,0.5,1138,0.47
0xcafd8b51f41befe63a0df2eb0045c11d14d580dbf795af5895aff789eaf5e8f4,mlb-col-sd-2025-09-11,2025-09-12T01:40:00Z,2025-09-12T01:40:00Z,79032119771831190988505035475397794663528799080053761678578795540221305082947,0.5,0.9,0.5,1283,
0x96e49d09fd6ff84e98f5b6100f0144442af4e59fde601a5c7093f644979112a5,mlb-kc-phi-2025-09-12,2025-09-12T22:45:00Z,2025-09-12T22:45:00Z,14327547152692777080269643342152829404282632546438888871116837759588483694265,0.455,0.9,0.5,1108,
0x422ed517d7204a7b215f570bb46cb9aee804252cc21b0f7dd42d035e08ed8fd3,mlb-det-mia-2025-09-12,2025-09-12T23:10:00Z,2025-09-12T23:10:00Z,62918248721154964377810614442061951385780410626753646735658643766844607568901,0.6,0.9,0.5,1133,
0x3f19106032069eeb3c641ba23ee352447303764b415fdb47b8214bb1bce0f16f,mlb-stl-mil-2025-09-12,2025-09-13T00:10:00Z,2025-09-13T00:10:00Z,79996571620573476231716491232915662667153039534695953924055856079826459761353,0.525,0.9,0.5,1193,
0x73c053ed87afaba0105756e5261996cc70affa4dce677e1dbf80068206eddce7,mlb-col-sd-2025-09-12,2025-09-13T01:40:00Z,2025-09-13T01:40:00Z,45906102586469250669142672299396582763502735641247401971685506486411650158268,0.265,1.0,0.5,1283,
0xaa3e95661ca1fe94318a97f09eb5a13ec097a251ab9cf889275adca20e6cb577,mlb-laa-sea-2025-09-12,2025-09-13T02:10:00Z,2025-09-13T02:10:00Z,13101105406120440906095080244541700390439021223506378370699066343185067779274,0.535,0.9,0.5,1313,
0x7e9ae76c224b498cdd1f36191b40e4afaba1f864843a69039c54ef36a52a18d6,mlb-lad-sf-2025-09-12,2025-09-13T02:15:00Z,2025-09-13T02:15:00Z,59030198625813377548106610815097321498479777238455687006391831172037993716944,0.555,0.9,0.5,1318,
0x932066d4e0f2d5e8ae42ff08c789e9dd056f7064e23af34a539565e95657b131,mlb-tb-chc-2025-09-13,2025-09-13T18:20:00Z,2025-09-13T18:20:00Z,66984958163878173220284258196207889897883408482051990236435802873464621696419,0.525,0.9,0.5,843,
0x35f987024328af824a8c1d97347650c3bae7ef4128c515d1a13391230b18c438,mlb-bal-tor-2025-09-13,2025-09-13T19:07:00Z,2025-09-13T19:07:00Z,84471492022980809445795269161721649727665053112535830015520147378226385415787,0.505,0.9,0.5,890,
0x87e5cf5ea1b470068291f5d44a5c37e5dad2d886e30d9f7be6b42a3798c475cc,mlb-pit-wsh-2025-09-13,2025-09-13T20:05:00Z,2025-09-13T20:05:00Z,44412579958378227256720839582644099629773134048742576354642678074415759669570,0.475,0.9,0.5,948,
0xb429272559608750d0c3bdf29df1ae4f011d35f90c07fe26cfd0077daa3d3611,mlb-det-mia-2025-09-13,2025-09-13T20:10:00Z,2025-09-13T20:10:00Z,44565699239619562100742186822289469633152603672680579818621294400249175606251,0.505,0.9,0.5,953,
0xa7018c09981ce00a64b04463dae3584bb173de03fa6f2a213c0edc676a10fb06,mlb-kc-phi-2025-09-13,2025-09-13T22:05:00Z,2025-09-13T22:05:00Z,21206492637591323098180611752879331447352647391247716820801334287819945030936,0.455,0.9,0.5,1068,
0x8d29e32cc1d43bef4e19d3cbaad8b89c05142db9226d3838883ee3c403e6841c,mlb-cws-cle-2025-09-13,2025-09-13T22:10:00Z,2025-09-13T22:10:00Z,22961139454092974638711834835291457376669738070106512561709340710539204322338,0.515,0.9,0.5,1073,
0xb9fc5f55f12d4b2a7e25c3b28ce955c2b1d2e191e746e28538042bd142a7921d,mlb-ari-min-2025-09-13,2025-09-13T23:10:00Z,2025-09-13T23:10:00Z,94949536276502248245265751095375557380010813470335611812804655824014598624697,0.505,1.0,0.5,1133,
0x5e99e4e1f240d8bb7e3b7446b97d5ec462fb1d8a60d63fafa9939811f46b652f,mlb-hou-atl-2025-09-13,2025-09-13T23:15:00Z,2025-09-13T23:15:00Z,41420006416078588872099384262621761426392835281410326608804760302325316948965,0.515,0.9,0.5,1138,
0x7e2b98cd35eb24e15599f508f237c386b5f596709b5a2f1189e7dbc57e7673fa,mlb-col-sd-2025-09-13,2025-09-14T00:40:00Z,2025-09-14T00:40:00Z,35698076302010898911937503490311781006217872661257961526331346136795371349304,0.505,0.9,0.5,1223,
0xf2fb1093c3b1a8bdf3c1a1a8959b83da206c7bc14d6981962b46a5d1ac692fd6,mlb-laa-sea-2025-09-13,2025-09-14T01:40:00Z,2025-09-14T01:40:00Z,82519952671463725967132149518862890184142579275502404337109628328558482321843,0.54,1.0,0.5,1283,
0x5411317cfc8ab83da34d5eff9fee78eff7dd4aaaf935bfca51e71239a63d60d5,mlb-cin-oak-2025-09-13,2025-09-14T02:05:00Z,2025-09-14T02:05:00Z,101119581324826607079345317790606106095571688296051996230781940704167467047071,0.755,0.9,0.5,1308,
0x254fa325f6b1ac3e4ca28a6f74de98095cb222bce47ff210fb9543971597e137,mlb-bal-tor-2025-09-14,2025-09-14T17:37:00Z,2025-09-14T17:37:00Z,93990751548018243963986730084029546736302306160171345188398156745710338885465,0.3,0.8,0.5,800,
0x81cf2c2efadca18a82bccf2b0781270cdf9fa1e44b5e488c8350ae0c1c4b2462,mlb-cws-cle-2025-09-14,2025-09-14T17:40:00Z,2025-09-14T17:40:00Z,91424039223479379810404728825888089726969361911536025981674104320226284504865,0.71,0.9,0.5,803,
0xb3656fb0b093c6da2e5b7ea367cb2a11a1f954d6f6b009ff138e24f800de8fde,mlb-chc-pit-2025-09-15,2025-09-15T22:40:00Z,2025-09-15T22:40:00Z,39770452785480366872079051708339471260671214457090389391364220128100618799805,0.56,1.0,0.5,1102,
0xd30359ea19967ef765cfb692999f254025dbb81ac38cd1eacacf2857e6b0a1b0,mlb-atl-wsh-2025-09-15,2025-09-15T22:45:00Z,2025-09-15T22:45:00Z,4664795332984667077476387667012399326179675293364518587025632907905037873445,0.475,0.9,0.5,1107,
0x9f35aa9fb8b262a789dad23eead2f9dc906f06d73d4b6c81f5bc636fb00852bd,mlb-sf-ari-2025-09-15,2025-09-16T01:40:00Z,2025-09-16T01:40:00Z,53707882880363290873997253453752084318589181598158404225768318562851108243191,0.695,0.9,0.5,1282,
0xf9cd1f1a922f43c2c4d7f23038885150e45ad2a246a145dc29b67c4e2f3ff4b3,mlb-oak-bos-2025-09-16,2025-09-16T22:45:00Z,2025-09-16T22:45:00Z,3528552071950081143016605161143571480837949131712198491115511585051775838707,0.51,0.9,0.5,930,0.49
0x8e7480534d30f98100db7f15a13af2766f9a30c496e6edc9f13841b183aff078,mlb-tor-tb-2025-09-16,2025-09-16T23:35:00Z,2025-09-16T23:35:00Z,99387652005394077158921663756777502328534611706526182762004063516041485757711,0.515,1.0,0.5,980,
0x16c579268145589ca7c6f934161073f076791d29fa05ee972b197d6a0443d4e7,mlb-bal-cws-2025-09-16,2025-09-16T23:40:00Z,2025-09-16T23:40:00Z,42116546888360874767584399606901652207484734537675461652920162438267573572204,0.555,0.9,0.5,985,
0xdc67dd7407b92d0fc452279c7a037aaa9c112885e82732c49d85e5e9a903b62d,mlb-sea-kc-2025-09-16,2025-09-16T23:40:00Z,2025-09-16T23:40:00Z,86442936753180842869390940863244273987809988568340924820785244943096431322036,0.525,0.9,0.5,985,
0xd15d564dd01025d8297a15a2d4de73ed17cb072d9e145d9026d73c2acf346be8,mlb-mia-col-2025-09-16,2025-09-17T00:40:00Z,2025-09-17T00:40:00Z,112829118573218373677642892533607121362617810165815124430040870901621092047846,0.5,0.9,0.5,1046,
0xc03465aaafe5d2b1f5e477bbc2ca21c6b20184684c843d29ae7fb8ebe2d4e80f,mlb-phi-lad-2025-09-16,2025-09-17T02:10:00Z,2025-09-17T02:10:00Z,72146723108791104326963205891536145169679984658062915984600338024925089104443,0.555,0.9,0.5,1136,
0x0da999caef2a56e09f63ce1fbce2ae2736d22b5cf72892aa80ec09972e793957,mlb-chc-pit-2025-09-17,2025-09-17T16:35:00Z,2025-09-17T16:35:00Z,43134588058812391115540241211024762792920709251170341633708531539384453055238,0.575,0.9,0.5,738,
0xfd943fb7bec9669af0758bbf02f753fb7796474262d85b26265dd6191c1f65b6,mlb-cin-stl-2025-09-17,2025-09-17T17:15:00Z,2025-09-17T17:15:00Z,53117925814824230549383365286708503434241670828183273678261988277073854858995,0.525,0.9,0.5,778,
0x0aa23ee9bdb055fabbe05a49a97cdbcb53f0166abca26c046ccb82abaa733c9a,mlb-bal-cws-2025-09-17,2025-09-17T18:10:00Z,2025-09-17T18:10:00Z,54183671024508693333226743537749484376708168593870643616959028936038463030934,0.535,6.0,0.5,824,
0xe51f555745826eeaa66d5fc1912a758ba745dd528fc31f512fce19c5d11436df,mlb-sf-ari-2025-09-17,2025-09-17T19:40:00Z,2025-09-17T19:40:00Z,39541769122847809813777042553094910458098670359320052415982388280146248271068,0.505,1.0,0.5,914,
0xfdd49247a325e95904de7ed48228479475d785cecb94ee3b27b8376a7bba4509,mlb-atl-wsh-2025-09-17,2025-09-17T20:05:00Z,2025-09-17T20:05:00Z,97854735931905761640144217383899361652419587945984677084047742377711836727263,0.515,0.9,0.5,939,
