condition_id,event_slug,league,away,home,away_token,home_token,game_start_utc,winning_outcome,volume_usd
0xdcc5d1482abf4ed554b1efdfce19a82bd04edc346d4afb79051d943c6959dde5,nfl-ne-phi-2024-08-15,nfl,Patriots,Eagles,2679955851603062960555404472574405800294164802437788353585300184007116597118,78889449210486861883131392635191530991595703664954580781700274266402480179780,2024-08-15T23:00:00Z,1,50212
0x5f1043f4ce5bf0fe03ad5e4735850301126fb2d1216ad7b7573195a290b62865,nfl-bal-atl-2024-08-17,nfl,Ravens,Falcons,87605209628578543551659074787229454002586674236272334043648437037666333495301,37888845981859587104434652481284164918313446498015883909297167015129730652827,2024-08-17T16:00:00Z,0,40931
0x57d1dfc8ca922ecfe16667986df35fc388a97f049d348c194f625ab13ed0154d,nfl-chi-cin-2024-08-17,nfl,Bears,Bengals,22689465066954853116275910631952310666733199665879977862431164108303277400563,101195640417347564150193589499219221716911738333778629817181210955608449755661,2024-08-17T17:00:00Z,0,19002
0x9701113c83ca981a88f6ccec69bf84663e4fa7f01d10afd868525f83869f063e,nfl-hou-nyg-2024-08-17,nfl,Texans,Giants,11181192370917769629879742366586643273898257297519721610397677526511329873684,81879757280355799794014901124655145647344022490819666185977473696249726089402,2024-08-17T17:00:00Z,0,7676
0xd065c173a6bffdc34729032db34910d0672b834bb2ebee10e835896f2d434342,nfl-kc-det-2024-08-17,nfl,Chiefs,Lions,18826653548486584325512231638722408856145884923916580481299652328817208252186,51864967705343499451294353301318226083533386157967801368773684794644358198561,2024-08-17T20:00:00Z,1,48539
0xec6411ce19f9d29c5b4a7465a848b22a1fd638a8a8fe496f30ff10b6d0811248,nfl-lac-lar-2024-08-17,nfl,Chargers,Rams,69059620830672534765270150155808164082340338686463658818632227189435044888576,29523847099009143992027977207572526544397182793603999605359027247812640301629,2024-08-17T20:05:00Z,1,39554
0x72518793d4b046de4d936caa9da59d4e69cd47ee0bbf985b1a4ee6a76efcdd5a,nfl-cle-min-2024-08-17,nfl,Browns,Vikings,84771412628439539997679703929846930413037170547394186131756062487183654615112,68260735894481847948160568574278249422075841280263439921090101544143808707439,2024-08-17T20:25:00Z,1,39188
0x7fda23e1a1c7476ece931a79f4a92fa2a4a41f8536c16e5abb02bd0fd317e622,nfl-car-nyj-2024-08-17,nfl,Panthers,Jets,60718204776208459251879244025830311809681799766154215274094622058772783871666,63851576512886200929161835836410209500969351522404256117840333252995314350010,2024-08-17T23:00:00Z,1,20914
0xf2bcd3865b1fba3de43071a0b4dd3d44291e1f16369a1f268c791b75af4caeeb,nfl-ind-ari-2024-08-17,nfl,Colts,Cardinals,99638088881781400189043378868207815641636245900931913244261622621408726735317,68961684445220388687213191927146585045435238762447587714472083428176273337349,2024-08-17T23:00:00Z,0,17817
0xd8539357e014b7d3c37786f1a2262c0f898643ba4b1043dfef2764e65a4bd773,nfl-mia-wsh-2024-08-17,nfl,Dolphins,Commanders,94141666434182868508041495082375208513036986942058034844560315182675288429208,62677057558563065409019627913151365680715432984850892690763943540737644330579,2024-08-17T23:00:00Z,0,12594
0xb6c45df45afa17cc21abd3af127d0540c4c51204342ae69eac432f0d178ae0cf,nfl-pit-buf-2024-08-17,nfl,Steelers,Bills,36665737470174812703215690108496387660941508772449020048516665604986569662950,10116132504814610216217275617650572890924913941977200090157537908752973353028,2024-08-17T23:00:00Z,1,27781
0x3e5d40fcb2c79f084acc7e176ec5ce529c2a388530ad488e4778be3610f79c5f,nfl-ten-sea-2024-08-17,nfl,Titans,Seahawks,59968721770986019075150039630283970393022368852265526379485777457688555019172,9688662779999019287068255641483084907284369177016366785638902394297462000436,2024-08-17T23:00:00Z,0,19309
0xbf2ecb2b64da976757a8a3bf62475fb1d912f7b3a097b3ec3c92694d5710e60e,nfl-jax-tb-2024-08-17,nfl,Jaguars,Buccaneers,71379615822678669773963089636442499743043917409768931714681144800746248568296,39776431715185138338154477373409719278744942939423097630334779583004271958739,2024-08-17T23:30:00Z,0,7050
0x970d0ca607116afdcca224523c90ce658702d8e2e49239503845e1e6099cda95,nfl-las-dal-2024-08-17,nfl,Raiders,Cowboys,89509078716838829246210136248451391094666222393602870607574497621021377300413,96824828421827524012265516773250497225957852756219912942013620267329768436781,2024-08-18T02:00:00Z,1,25549
0x884c5de214280e76b56291f82d5aecc193a95b71e893478074950bdb0a9f5b00,nfl-den-gb-2024-08-18,nfl,Broncos,Packers,24942796598167261315039692621049821556297996087530585151224642142248371480841,17321657565800329354436801029260466091822383452147102075436384529060631460283,2024-08-19T00:00:00Z,0,29150
0x2ed1602eb5bf33927d77bdde59f90de9b4ee2752d6de714b3a4b8abbeed450bf,nfl-sf-no-2024-08-18,nfl,49ers,Saints,103073519679584942549835294959623989097374644364606817167507729459708021600658,26579885573985609853950619623443005109481605140656389094320241716309081207974,2024-08-19T00:00:00Z,0,29388
0xe2da54b2f6d553085bf7091ac0b6739bce0fc0c5c44648f77395e4b58e5aa93c,nfl-cin-ind-2024-08-22,nfl,Bengals,Colts,31116200044015332426540601235551032485681192952382406167428098656027987003623,24489787657834670271804340498956011992650701058622367425925445266003097776528,2024-08-23T00:00:00Z,1,43713
0x76e42239de73b10966339de8272649e336f2a0357f669b61234252fcc644dea7,nfl-kc-chi-2024-08-22,nfl,Chiefs,Bears,60652116785962799931448844446197974517542905119232649206326208540819972907902,27653312629289241702634166855112115291390645913165564783485015538976575682559,2024-08-23T00:20:00Z,1,20139
0x43b923284854c7a6b56dd88b855363155c228b6442d1faea064f6daa58c287df,nfl-atl-jax-2024-08-23,nfl,Falcons,Jaguars,88829886921067695176857456241604014195240683754025250170831976150979276402942,106794253232805887931916367908401380669837519656053656542724735299831201386141,2024-08-23T23:00:00Z,1,11126
0xb0151072ad9cb68b4f13b9a5ab8aac12767551f1c85a9f254f8cf5a8314e9e9c,nfl-tb-mia-2024-08-23,nfl,Buccaneers,Dolphins,52941990486650247154954758304250953883179894825855200472379966242475768745183,52554955353313544986441629327983609370276596326231421988114517076173893172894,2024-08-23T23:30:00Z,0,12253
0x1044aa08aff25e27c01d9faa26e007abd463efdfa85c176e007dae2db6658af7,nfl-las-sf-2024-08-23,nfl,Raiders,49ers,37931090415497441776089099285075521621235113997621964445731164609474857513550,84838296572861571799165419492592888800122245439523608526323287331643945954569,2024-08-24T02:00:00Z,0,42904
0x7a2f53799cb7bc9535aec3ee7b582040c830507196c6ecd773102f08e21e3493,nfl-buf-car-2024-08-24,nfl,Bills,Panthers,1790132498040397538934592900738818879490520086902855596859775163708438401321,84113172501380765086234256272214402527090212738685828108531790874692203897242,2024-08-24T17:00:00Z,1,12349
0x8aa01c2023dec214914bb4b80d48ab4a0c48cdc2d99e055f566936423f16b999,nfl-det-pit-2024-08-24,nfl,Lions,Steelers,6070392997123912117922519765835922301247583586681059292962960128415701098317,107196171876849097305626641385141577111187045739428613681110316560596575965404,2024-08-24T17:00:00Z,0,20103
0x6bfc0bc891c69a2bdb32cbd9712df1a3401b63e30f3d689013606248b88308bf,nfl-gb-bal-2024-08-24,nfl,Packers,Ravens,30591613641237492157737429672931129180787113010260011175763330305503061573434,7804695968206838649613467554236139724405095311570223045632208964716407622223,2024-08-24T17:00:00Z,0,4448
0xd22e5e61d706d872b0227f7bf2c6f16a1b04a99cee1a645995e2d935d5d719c0,nfl-hou-lar-2024-08-24,nfl,Texans,Rams,29702652788674585083820987106457070109496936175123780047784881551048831943054,6122635474229502537342568406228716267372280460362007459201654603031116819337,2024-08-24T17:00:00Z,0,7748
0xd7d0a90ed9ce9a2dc531dda0b0dc2686370bf75de3a6cc48a64548e4fabb2d64,nfl-phi-min-2024-08-24,nfl,Eagles,Vikings,111647890791975692571544090229980959528092459221704924223602960119554605264466,109146282752522109021769029727182899525275769084518177314355784734743908827559,2024-08-24T17:00:00Z,1,5882
0xe990f0940fba8098df9da1199572ba8bb303c8bd9d91a61db86b9e041377f477,nfl-dal-lac-2024-08-24,nfl,Cowboys,Chargers,31547873387021903039830675187002586346621464311041613702958583332382100041931,50265073120169140319175957811823805420563880161251014797931857458324623620336,2024-08-24T20:00:00Z,1,42613
0x89ec43443f68e7c9272dc64350883bf164522e50bb83784399bc899388cb656d,nfl-nyj-nyg-2024-08-24,nfl,Jets,Giants,84181681878080066537871280364603454652564485101196169056019421098349201443739,75127798687187131163251885707230860499865911897158030996926968552576829748067,2024-08-24T23:30:00Z,0,35488
0xc2e3c69f9509b28c8b1fa36914541acc372dbbd9be23ad943db18b5d51b0e57d,nfl-sea-cle-2024-08-24,nfl,Seahawks,Browns,15114916149416163997709329441653271093072499745658989212537288463646186212820,90436746755531682106338354322024111949062958784696446462754032241337750437529,2024-08-25T02:00:00Z,0,27842
0xc206473e788a1d8f149e1f382284b9a15d8ad3c321598eb44a2d8f5c1b37cac6,nfl-no-ten-2024-08-25,nfl,Saints,Titans,58186775167342942555788962415357639681229453330408569424383326244092414585506,23146222873616942910397880676261988653278209324249526939588789463932922018447,2024-08-25T18:00:00Z,1,44742
0x638f8aed0408872de787a6a43ceba228077f0f7e30293e851698f7c41513799c,nfl-den-ari-2024-08-25,nfl,Broncos,Cardinals,79729109069249918338915537339873031325599027633899340406949010335875484920881,64476433960382991316559905575842697473994094586873414878702394821815238251550,2024-08-25T20:30:00Z,0,28754
0x79d3128ebb405b12f275bfaca69eee3c0670bb314e9460fb1c0547ec9a356e21,nfl-wsh-ne-2024-08-25,nfl,Commanders,Patriots,67422987557595372755204980100871379620763459415349115683743632129693236119095,71623466949225308795182739864231814323463930326700516249648103865423088552202,2024-08-26T00:00:00Z,0,20410
0x67fa536f0656849558b515fc5ea695dddb24a3677315c00517b25390ada9531d,nfl-kc-bal-2024-09-05,nfl,Chiefs,Ravens,93583096793458720936396063310390151745460209441936203011670936763085362246087,10170814458918954943689021440728335582836461562093893652854356714236622784661,2024-09-06T00:20:00Z,0,357729
0xabb102227925a54804e3bf05e074e8065251bd34d23ded396252118b891216aa,nfl-phi-gb-2024-09-06,nfl,Eagles,Packers,49581381976095807718662547653879616715048108312745540015613978560946514239223,99411723086948165467990211776678201937943574170136715611737975936054217111502,2024-09-07T00:15:00Z,0,429116
0xbf9e9ec65dde46de974233c8521c11900ed79c5d5a7efa7f5e057a799e6ac075,nfl-atl-pit-2024-09-08,nfl,Falcons,Steelers,11179500931655122414645073056402888397017376305719257113340080759524319565861,9445587899651216192142630640468753104048809487405798008134223556419643762068,2024-09-08T17:00:00Z,1,173139
0xf3a8040acb7eaad81bb683dce8abb999921114c8a20003b745db93a8b8c23e3e,nfl-buf-ari-2024-09-08,nfl,Bills,Cardinals,27374276598750074799988410888527008308141575622131491431154919493734502070646,3506314857129244501713999710963249664281014589960169179917472783779725806847,2024-09-08T17:00:00Z,0,167536
0xe9f3b8c276c31b82fafc0664892ec1418973a8a2b42804bd9533571288cff543,nfl-chi-ten-2024-09-08,nfl,Bears,Titans,91283733601105392451742832389121770922091596286883826016609666464495260540177,57098479077172392038554147808532720596577272928793948392522629791577685422288,2024-09-08T17:00:00Z,0,140677
0xb660bc7638057be462e8a0a5d902e4a4067165ecc478128e2722aa430c29dc4d,nfl-cin-ne-2024-09-08,nfl,Bengals,Patriots,80264926210385240450932393240521502390884943353915747855989636342728177339354,114502671818791975836397043901580821673670792288280413165555146889123079265871,2024-09-08T17:00:00Z,1,157796
0x216c3740661ac7f68a60c329fb7ee648553b995b04efa865d7e1c1388c46acb8,nfl-ind-hou-2024-09-08,nfl,Colts,Texans,114355180014055442077322641854709113469939326670572904757810633851298892251327,108708088633188962894938166570475328406095588011363551135311817640717699142287,2024-09-08T17:00:00Z,1,76738
0xc56a15f5807c6b385c4455ae939f0c4eaa188cb3864dc42431227d64520cea04,nfl-mia-jax-2024-09-08,nfl,Dolphins,Jaguars,53674873009247784558863159861649480741006737101564838222966943959266767577316,34418626384010570537940196899321491658420493781622909981978183143503237192169,2024-09-08T17:00:00Z,0,119288
0x33b9d78c22e386934619b56f364add2575bd52ee65efce66d81cb2b9ce02d176,nfl-no-car-2024-09-08,nfl,Saints,Panthers,74279864874936078948792575948561280021757625787477825079869080712754442877385,14476126757061230618276002859954453512151113280049093525653608837704762266465,2024-09-08T17:00:00Z,0,115094
0x9cbf74b70ecf4fa8b5012f32a51eaac13dff8375b953d28168cbf6d5f7147ea4,nfl-nyg-min-2024-09-08,nfl,Giants,Vikings,54898559574569758201288400751448576638995469811862590070337680240875276075473,32532478997038997413119654402100901138675776986703228415477069689483404642916,2024-09-08T17:00:00Z,1,127587
0xffc57722ef27e8bd300466527140b98650feb700f47e25b0242a4e8e2f55ded1,nfl-lac-las-2024-09-08,nfl,Chargers,Raiders,101057355976215921530440557336293061108002456316126784531233412173539580454755,91205855683598784841750066365938864489018382421193728417644558051791384062739,2024-09-08T20:05:00Z,0,95873
0x8a01543e2814dce9a9ea5a01af633656db4c799058c5c61e3b66fb6a51749e2c,nfl-sea-den-2024-09-08,nfl,Seahawks,Broncos,47271507860924671583457492959834005212671722727984746449008463093263446098983,23534038966601983269829882890952004416450029399601940278232938659394816420651,2024-09-08T20:05:00Z,0,147685
0xbb7f1a9cc64c8a6a2716984b7bc476f2187eac544bc761322cb25466c3411af1,nfl-cle-dal-2024-09-08,nfl,Browns,Cowboys,1476489963999582274555126986199396072098018636742345859007526219808638504506,2479227684142730373365946914893492324470932618177295625230792725013936328939,2024-09-08T20:25:00Z,1,118457
0x4184b911bde81c5dec5a972626640ebcd522eb2e47f5dccbf2d77f229d4f6ed9,nfl-tb-wsh-2024-09-08,nfl,Buccaneers,Commanders,12622445984199730142334075459281469800108731482574713288487734954301942809464,94976697928156161959569591660305118499833680442848326032038764458131388108902,2024-09-08T20:25:00Z,0,136862
0x1d517b0f8156207d3cdbd6a8691de86f2b013b3812c216100203c91f75ff08bb,nfl-det-lar-2024-09-08,nfl,Lions,Rams,80969616619271538564849605624625362466377119827018769489761801443495292740650,110587602726686776904101901043524296385076630249090421837460458789224238872780,2024-09-09T00:20:00Z,0,329714
0x5906417c5adbafee37c4ecbb89a5ec860930a135d42a9f18ad1163ed7b08539a,nfl-sf-nyj-2024-09-09,nfl,49ers,Jets,89739113260723644594011944005027077239132559546592326789289449299426566223790,106599698976197360025703350333313959737929740925522126533461224117624788643168,2024-09-10T00:20:00Z,0,890024
0xca4898518746987457d80d96f7531b918414f8b1b9d361e6d011461d07201be4,nfl-mia-buf-2024-09-12,nfl,Dolphins,Bills,13044428917325405452037610189017123896429534771271596356378551637470183968424,112946767940531533506754378893192242330515186839961922757639681066565565830931,2024-09-13T00:15:00Z,1,544875
0xfec0062eb32622dd29fd82d3e6e90e4907021e166636b915880d3085c0a7751d,nfl-bal-las-2024-09-15,nfl,Ravens,Raiders,42400599501443622997996213115322814244504647478634912191199108681271941328451,35749218629515643696073750396718539409072409473418666341965908642787157454790,2024-09-15T17:00:00Z,1,87643
0x99e65b09100575db283ecae76910312cbd66c1d4fe9e2459a22135bb51a7077e,nfl-car-lac-2024-09-15,nfl,Panthers,Chargers,22033354316291579033388809060347345719765672394244179655868426513015507844812,84031515747041988125959894994621829846039409022773252545825783875789736664437,2024-09-15T17:00:00Z,1,74360
0x017df324230a7e4f2792536319803e995afac1e3d8b2da946612d5a5233f7d41,nfl-dal-no-2024-09-15,nfl,Cowboys,Saints,74064957655343289847077609039818146207974732565313911093259498584482757438182,40175331807367275870764709901660319481029957427757631012954850253012692566059,2024-09-15T17:00:00Z,1,97556
0xb8af154cab512b8323367dba0620040f1c39281b2f66e36f4f3559814dd015c4,nfl-det-tb-2024-09-15,nfl,Lions,Buccaneers,103600844910067274993902652509585787111928426872086391398506048930595549132839,70268028202413514325863316121996671922525575457783676859450538084682159368173,2024-09-15T17:00:00Z,1,66095
0x62a027ebe52693150b0bf6fffe69ed065ef269ae392418576abcd8df3fe521a3,nfl-gb-ind-2024-09-15,nfl,Packers,Colts,4285891354192796975343171569141871018200682712044056344851335991839278817905,41098712981526026094821856733165698378961919593854703281144780268793633932231,2024-09-15T17:00:00Z,0,69476
0xc72e7716ef254edc034a6c25ab6d8791ee9f858394851c6de00e24cf774d6024,nfl-jax-cle-2024-09-15,nfl,Jaguars,Browns,42535660663897228916088359538021002122197121489819965157337106718147566605946,106531637783036297046286865703018529439322738622959373812230669454943244477822,2024-09-15T17:00:00Z,1,67541
0xa84e39e7407fe99b0bd40044ebb384bca68b74bc0ddc47a771e9feeb0b262c02,nfl-min-sf-2024-09-15,nfl,Vikings,49ers,5879412196002770882280425193209188735618104206038170141499682091270553504657,18467565217511356142772725174072775835538348394919202927422318903980509608302,2024-09-15T17:00:00Z,0,125453
0xe65e20750773b7d1d006b90697b0affc8946cbc673c4f921b08f14f8fc70ad3e,nfl-ne-sea-2024-09-15,nfl,Patriots,Seahawks,249051146183692542830715497213377241156274349876067798810092273222198916148,40162604906895728976137394993568395459971749532343961475081449119224818433998,2024-09-15T17:00:00Z,1,75264
0xf77eb0eefbb6f4f3160b1a7bae3da902f1297786be7cb74797c2788f3c1dd444,nfl-ten-nyj-2024-09-15,nfl,Titans,Jets,12449374569795498871977806080663330544620145043393621367887337548163398183957,26937896162934748303822263340039389008056650328248657540790109016545045143402,2024-09-15T17:00:00Z,1,96113
0x1de298f909a4d4b4b42c2f428c5d028dbc0c8c606cfd692aa116c69a4ab63346,nfl-wsh-nyg-2024-09-15,nfl,Commanders,Giants,65455367686987871671311324600569148744447877251627244914729048029379288926857,105731799946491289537923258880808332818080214141900629503015692374582110321348,2024-09-15T17:00:00Z,0,63213
0x31233564f67d76c00bd9fe2bf0d4fd9490d0988d2633bb5303088ac86a9782b1,nfl-ari-lar-2024-09-15,nfl,Cardinals,Rams,84928361248772696000374633724262319799413939799264258264371236294618622040133,42889031942339329668485365159467987645091210804269790051424360981523590218225,2024-09-15T20:05:00Z,0,103455
0x4ba4df57f1b400a5eeb1ac62f2e684bca2f3bc5843b9f2f07125334f4f7747dc,nfl-den-pit-2024-09-15,nfl,Broncos,Steelers,35296130173094475160325086684369881612230103655205220486555711658911392575894,36363190182713363751630319381901733290877944248146011916249122795391922358442,2024-09-15T20:25:00Z,1,73451
0x0f57082a94f7dc3c3bd2bea1dc5f55c7b3f4b1886254027ba1ac314d40bf201f,nfl-kc-cin-2024-09-15,nfl,Chiefs,Bengals,12355987512877429673929504340401012335986334862167202722803591485179314630846,27335719555520127744932237882056010694650709077702892165670032809886805866933,2024-09-15T20:25:00Z,0,304397
0x83c0226137dd64d6bfc583aebd16950e4d16ddc6a6da785dcd5c3805dff2d0e6,nfl-hou-chi-2024-09-15,nfl,Texans,Bears,77256366755125285369836434435184575008231295755176594003330753914116258738262,37946806814826346311728252606795543744960722768880871781587038386141318622855,2024-09-16T00:20:00Z,0,400680
0x54eff4c60c8b11048ba974f9bb96234b682c2c565b645b4edecc6234c5ae5cda,nfl-phi-atl-2024-09-16,nfl,Eagles,Falcons,74541810964973803044433154422821612306893626839776760913199568079403776568923,93721633167696943846547389545162800613748371877799010944903017246192562902447,2024-09-17T00:15:00Z,1,375113
0x5bb5af1799c00bb0457265306e8d86853e502497923a0eb4e6704d3b296b8d96,nfl-nyj-ne-2024-09-19,nfl,Jets,Patriots,34413692082042863139763762306907271908856060022517713988312003715279562149329,31489368954819068232816908090208247013618761741675420754244053605021319581405,2024-09-20T00:15:00Z,0,678907
0x073c48ea05aad528c3e0fa72629550c7256a54b9b5646adbc259627535a752ba,nfl-cle-nyg-2024-09-22,nfl,Browns,Giants,113391109160241173047484508429998767602071383462077810072713706746592644233637,37856537141174304184836720749257785295637559503063982749641839529800136051384,2024-09-22T17:00:00Z,1,122627
0x18eaf2284aac18152bef60a8d60bc67baa806e9f13676b395f7922bd70b4589d,nfl-ind-chi-2024-09-22,nfl,Colts,Bears,25419709852736631244083767511939004562811996430131023675819850006992736363743,6014608001029694659842570558656550267046762439242264011711635813422505605604,2024-09-22T17:00:00Z,0,80254
0xdf1b68ea6212c051591e189caee9545d1ce132aa9384f41d5b4116222b94d2b3,nfl-min-hou-2024-09-22,nfl,Vikings,Texans,29070926232220986269472494225672105354295235965055895559699792845169587469911,103838231266507423840295454256105545476708160498436853027434400472521916110203,2024-09-22T17:00:00Z,0,52376
0x105d010dd18eefdfa9a45230586dc7a436b90130c1482f61e118789d38e794cf,nfl-no-phi-2024-09-22,nfl,Saints,Eagles,97708467162825368939450855855786489626752724343902103764831254229298126312488,69543229051003046668714769695522419489066656771952244216746198971116338608936,2024-09-22T17:00:00Z,1,112287
0x15642633c4a040c162082a2a0ef533aa98fd1e36703b29522002676a646243d4,nfl-pit-lac-2024-09-22,nfl,Steelers,Chargers,43296157556608263390149665343968598742766144561999559730325008913065121820404,114341120731667042856871076260291639433712240112438012154180509421709484794515,2024-09-22T17:00:00Z,0,175655
0x103fa51edb3629ddfa0454dfd2521b9dd595c13f0f48434ab5325f897c36a5cf,nfl-tb-den-2024-09-22,nfl,Buccaneers,Broncos,33204400898491466271041864737209711450178440265984858947504344745678310742352,32434084701880982892337366066667368074525332507627999166548615489232296943884,2024-09-22T17:00:00Z,1,79720
0x34e342f2f3c299d78c0728b9f72ebbcb0eee597345f98e163c3b673b9308a39d,nfl-ten-gb-2024-09-22,nfl,Titans,Packers,42518522135102778833443573455504226258146980982373982288669794709111768675000,98293236951678192131806615176108050858929868293774867477665550730409114228390,2024-09-22T17:00:00Z,1,72612
0x8abe25bd661e0c22c57c64be6c7dfb86ca9f35ba7c9cd48b828b4b03d45ea057,nfl-las-car-2024-09-22,nfl,Raiders,Panthers,7775108952134391711872408167058312180542523782817728412178337712904916916693,57679755312487330947806718855744452523121098118200996252184977658374333736277,2024-09-22T20:05:00Z,1,95697
0x884bff7c5d6501c00b5172fbd314f404f6016033005a9a5f14daa57731e37022,nfl-sea-mia-2024-09-22,nfl,Seahawks,Dolphins,63850771438416072132716060106393835041917755972381034701879526697104380733393,54236987188996376065225056728473933086233547976096249389744379907499922820935,2024-09-22T20:05:00Z,0,112722
0x7c8ebb1e419333ac91793baf21b277d9d7c06f402340c0047d3ac092742d8aad,nfl-ari-det-2024-09-22,nfl,Cardinals,Lions,35649644718845736066716696379423636921054349243236429195236350438081946643868,9689504161440437017390393836453746975910036707796607773618633044101169873540,2024-09-22T20:25:00Z,1,65417
0x37c117260de106df94b971e3fe99ffde3d3cb58a693aa36fdb881602c942f850,nfl-dal-bal-2024-09-22,nfl,Cowboys,Ravens,47239660289944302771189699278980733775890102688980067689534458427339577712216,9721304357244205560052926952240935417567029429602706837344417686665154179664,2024-09-22T20:25:00Z,1,130109
0x2857c3220d39c5027597520757d2656eeb76bb400fcc02c18065745935df81a2,nfl-lar-sf-2024-09-22,nfl,Rams,49ers,50985070471752244954726744229723028770444884823361727849109295458013327673286,35301139564691708565395971751843293539760934474202382083682726312694028993681,2024-09-22T20:25:00Z,0,112907
